DATE,Unit Price
6/12/2018,"1,983.20"
6/12/2018,"5,313.10"
6/12/2018,871.00
6/13/2018,"2,532.60"
6/13/2018,"5,916.10"
6/13/2018,"2,887.70"
6/13/2018,"1,855.90"
6/13/2018,207.70
6/13/2018,"1,058.60"
6/13/2018,958.10
6/13/2018,"2,659.90"
6/13/2018,"2,217.70"
6/14/2018,"1,715.20"
6/14/2018,"3,932.90"
6/14/2018,"2,546.00"
6/14/2018,837.50
6/14/2018,"1,809.00"
6/14/2018,857.60
6/14/2018,"1,748.70"
6/14/2018,"1,266.30"
6/14/2018,"5,058.50"
6/14/2018,958.10
6/14/2018,"1,802.30"
6/15/2018,"6,298.00"
6/15/2018,"2,499.10"
6/15/2018,871.00
6/15/2018,750.40
6/15/2018,763.80
6/15/2018,844.20
6/15/2018,261.30
6/15/2018,"3,999.90"
6/15/2018,"1,112.20"
6/15/2018,"2,633.10"
6/15/2018,"1,018.40"
6/15/2018,"5,219.30"
6/15/2018,"3,999.90"
6/16/2018,"1,721.90"
6/16/2018,737.00
6/16/2018,"1,219.40"
6/16/2018,891.10
6/16/2018,978.20
6/16/2018,"3,946.30"
6/16/2018,"1,299.80"
6/17/2018,"5,815.60"
6/17/2018,"1,092.10"
6/17/2018,"1,072.00"
6/17/2018,"4,020.00"
6/17/2018,984.90
6/17/2018,227.80
6/17/2018,"3,993.20"
6/17/2018,221.10
6/18/2018,"3,356.70"
6/18/2018,"1,701.80"
6/18/2018,"2,566.10"
6/18/2018,221.10
6/18/2018,"1,782.20"
6/18/2018,"2,003.30"
6/18/2018,"2,385.20"
6/18/2018,"2,231.10"
6/18/2018,"1,005.00"
6/18/2018,"2,693.40"
6/18/2018,"1,105.50"
6/19/2018,"1,909.50"
6/19/2018,"1,118.90"
6/19/2018,"1,038.50"
6/19/2018,"6,324.80"
6/19/2018,"1,005.00"
6/19/2018,"1,293.10"
6/19/2018,844.20
6/19/2018,247.90
6/19/2018,174.20
6/20/2018,"1,025.10"
6/20/2018,"3,068.60"
6/20/2018,241.20
6/20/2018,174.20
6/20/2018,"2,505.80"
6/20/2018,"2,599.60"
6/20/2018,"2,278.00"
6/21/2018,"1,092.10"
6/21/2018,"1,139.00"
6/21/2018,"1,675.00"
6/21/2018,"1,011.70"
6/21/2018,938.00
6/21/2018,"2,566.10"
6/22/2018,871.00
6/22/2018,"2,485.70"
6/22/2018,"2,345.00"
6/22/2018,"1,118.90"
6/22/2018,"1,996.60"
6/22/2018,710.20
6/22/2018,"3,979.80"
6/22/2018,"1,025.10"
6/22/2018,"2,519.20"
6/22/2018,"5,031.70"
6/23/2018,"1,829.10"
6/23/2018,"1,072.00"
6/23/2018,"2,539.30"
6/23/2018,"3,899.40"
6/24/2018,"5,045.10"
6/24/2018,"1,005.00"
6/24/2018,"2,438.80"
6/25/2018,"3,336.60"
6/25/2018,"1,098.80"
6/25/2018,"1,902.80"
6/25/2018,"3,477.30"
6/26/2018,"2,599.60"
6/26/2018,"1,078.70"
6/26/2018,"1,045.20"
6/26/2018,"1,125.60"
6/26/2018,"1,105.50"
6/26/2018,"2,606.30"
6/26/2018,227.80
6/26/2018,167.50
6/26/2018,"1,145.70"
6/26/2018,"2,599.60"
6/27/2018,"3,939.60"
6/27/2018,"2,881.00"
6/27/2018,"3,852.50"
6/27/2018,"1,139.00"
6/27/2018,"2,519.20"
6/27/2018,"1,192.60"
6/27/2018,"2,412.00"
6/27/2018,"2,479.00"
6/27/2018,"1,956.40"
6/27/2018,"1,078.70"
6/27/2018,"1,212.70"
6/27/2018,978.20
6/27/2018,174.20
6/27/2018,"1,125.60"
6/28/2018,"1,065.30"
6/28/2018,"3,892.70"
6/28/2018,207.70
6/28/2018,"1,185.90"
6/28/2018,"2,586.20"
6/28/2018,"2,579.50"
6/28/2018,"6,378.40"
6/28/2018,"3,008.30"
6/28/2018,"1,755.40"
6/28/2018,"1,139.00"
6/28/2018,"6,157.30"
6/28/2018,"2,231.10"
6/28/2018,"2,479.00"
6/29/2018,"6,391.80"
6/29/2018,"1,139.00"
6/29/2018,"2,586.20"
6/29/2018,"3,899.40"
6/29/2018,951.40
6/30/2018,"5,607.90"
6/30/2018,"1,165.80"
6/30/2018,"1,949.70"
6/30/2018,"3,685.00"
6/30/2018,"2,633.10"
6/30/2018,"1,072.00"
6/30/2018,"3,537.60"
6/30/2018,"1,092.10"
6/30/2018,"1,748.70"
6/30/2018,891.10
6/30/2018,"3,082.00"
6/30/2018,"1,125.60"
6/30/2018,"1,252.90"
7/1/2018,837.50
7/1/2018,"1,031.80"
7/1/2018,"2,385.20"
7/1/2018,"1,802.30"
7/1/2018,"1,018.40"
7/1/2018,"3,946.30"
7/1/2018,"3,953.00"
7/2/2018,"5,098.70"
7/2/2018,"3,758.70"
7/2/2018,911.20
7/2/2018,904.50
7/2/2018,911.20
7/2/2018,227.80
7/2/2018,254.60
7/2/2018,683.40
7/3/2018,"3,919.50"
7/3/2018,"1,092.10"
7/4/2018,924.60
7/4/2018,"1,018.40"
7/4/2018,"1,788.90"
7/4/2018,944.70
7/4/2018,"3,959.70"
7/4/2018,167.50
7/4/2018,"3,872.60"
7/4/2018,"6,539.20"
7/4/2018,"1,025.10"
7/4/2018,938.00
7/4/2018,"1,045.20"
7/4/2018,167.50
7/4/2018,"1,721.90"
7/5/2018,676.70
7/5/2018,167.50
7/5/2018,"1,118.90"
7/5/2018,"1,139.00"
7/5/2018,"1,748.70"
7/5/2018,"1,728.60"
7/5/2018,"1,112.20"
7/5/2018,"2,385.20"
7/5/2018,221.10
7/6/2018,"5,708.40"
7/6/2018,"1,038.50"
7/6/2018,"3,993.20"
7/6/2018,"1,085.40"
7/6/2018,"3,886.00"
7/6/2018,"3,986.50"
7/6/2018,"1,206.00"
7/7/2018,"1,842.50"
7/7/2018,"5,051.80"
7/7/2018,"1,165.80"
7/7/2018,"3,966.40"
7/7/2018,"1,802.30"
7/8/2018,"1,105.50"
7/8/2018,"1,889.40"
7/8/2018,"1,018.40"
7/8/2018,"3,865.90"
7/8/2018,998.30
7/8/2018,254.60
7/8/2018,703.50
7/8/2018,"1,092.10"
7/8/2018,"1,038.50"
7/8/2018,"2,398.60"
7/9/2018,897.80
7/9/2018,"5,212.60"
7/9/2018,254.60
7/9/2018,"3,926.20"
7/9/2018,"1,165.80"
7/9/2018,"3,859.20"
7/9/2018,167.50
7/9/2018,"1,681.70"
7/9/2018,924.60
7/9/2018,"3,966.40"
7/9/2018,938.00
7/10/2018,"1,983.20"
7/10/2018,"2,586.20"
7/11/2018,"3,061.90"
7/11/2018,"1,051.90"
7/11/2018,261.30
7/11/2018,"6,143.90"
7/11/2018,"2,472.30"
7/11/2018,"3,892.70"
7/11/2018,964.80
7/11/2018,"3,832.40"
7/11/2018,964.80
7/11/2018,"1,118.90"
7/11/2018,180.90
7/11/2018,844.20
7/11/2018,"3,490.70"
7/12/2018,"1,112.20"
7/12/2018,"1,072.00"
7/12/2018,"1,078.70"
7/12/2018,"5,433.70"
7/12/2018,"3,906.10"
7/12/2018,"2,458.90"
7/12/2018,"1,112.20"
7/12/2018,"1,065.30"
7/12/2018,"1,862.60"
7/12/2018,"1,822.40"
7/12/2018,"1,065.30"
7/12/2018,"5,875.90"
7/12/2018,"1,728.60"
7/13/2018,"3,832.40"
7/13/2018,"1,025.10"
7/13/2018,"1,815.70"
7/13/2018,"3,839.10"
7/13/2018,"2,425.40"
7/13/2018,"3,865.90"
7/13/2018,"2,653.20"
7/13/2018,991.60
7/13/2018,"2,512.50"
7/14/2018,"2,613.00"
7/14/2018,"5,721.80"
7/14/2018,"1,768.80"
7/14/2018,"2,606.30"
7/14/2018,"2,452.20"
7/14/2018,964.80
7/15/2018,"1,125.60"
7/15/2018,857.60
7/15/2018,"3,906.10"
7/15/2018,"1,078.70"
7/15/2018,"2,432.10"
7/15/2018,958.10
7/16/2018,864.30
7/16/2018,864.30
7/16/2018,891.10
7/16/2018,"3,979.80"
7/16/2018,837.50
7/16/2018,"2,318.20"
7/16/2018,"1,822.40"
7/16/2018,"1,165.80"
7/16/2018,234.50
7/17/2018,"2,452.20"
7/17/2018,261.30
7/17/2018,"1,031.80"
7/17/2018,"3,082.00"
7/17/2018,"6,405.20"
7/17/2018,"1,822.40"
7/17/2018,"1,279.70"
7/17/2018,"3,932.90"
7/17/2018,201.00
7/17/2018,"3,946.30"
7/18/2018,"1,909.50"
7/18/2018,"2,412.00"
7/18/2018,964.80
7/18/2018,"1,996.60"
7/18/2018,"1,045.20"
7/18/2018,"3,879.30"
7/18/2018,"5,976.40"
7/18/2018,"2,257.90"
7/19/2018,241.20
7/19/2018,"1,983.20"
7/19/2018,"3,919.50"
7/19/2018,241.20
7/19/2018,"3,946.30"
7/19/2018,"3,966.40"
7/19/2018,"1,829.10"
7/19/2018,"2,733.60"
7/19/2018,844.20
7/20/2018,"6,231.00"
7/20/2018,"1,159.10"
7/20/2018,"3,966.40"
7/20/2018,"1,105.50"
7/20/2018,"1,125.60"
7/20/2018,897.80
7/20/2018,207.70
7/20/2018,"3,959.70"
7/21/2018,"1,755.40"
7/21/2018,"3,001.60"
7/21/2018,"1,031.80"
7/21/2018,"3,966.40"
7/21/2018,"1,681.70"
7/21/2018,"1,172.50"
7/21/2018,716.90
7/21/2018,"6,465.50"
7/21/2018,241.20
7/21/2018,"1,929.60"
7/21/2018,"3,953.00"
7/22/2018,"2,492.40"
7/22/2018,241.20
7/22/2018,951.40
7/22/2018,"6,217.60"
7/22/2018,"2,351.70"
7/22/2018,"1,132.30"
7/22/2018,"1,145.70"
7/22/2018,"3,725.20"
7/22/2018,944.70
7/22/2018,"1,219.40"
7/22/2018,"1,051.90"
7/22/2018,207.70
7/22/2018,"1,862.60"
7/22/2018,"1,889.40"
7/22/2018,"2,653.20"
7/22/2018,"3,953.00"
7/22/2018,227.80
7/23/2018,"3,879.30"
7/23/2018,"1,045.20"
7/23/2018,"5,071.90"
7/23/2018,241.20
7/23/2018,"2,298.10"
7/23/2018,"3,845.80"
7/23/2018,"2,425.40"
7/24/2018,"1,206.00"
7/24/2018,221.10
7/24/2018,"3,825.70"
7/24/2018,857.60
7/24/2018,"3,825.70"
7/24/2018,"1,996.60"
7/24/2018,234.50
7/24/2018,"1,896.10"
7/25/2018,207.70
7/25/2018,167.50
7/25/2018,"3,986.50"
7/25/2018,"2,546.00"
7/25/2018,864.30
7/25/2018,"1,876.00"
7/25/2018,247.90
7/25/2018,"5,051.80"
7/25/2018,"1,011.70"
7/25/2018,"1,862.60"
7/25/2018,"1,246.20"
7/26/2018,"1,688.40"
7/26/2018,"5,916.10"
7/26/2018,"5,132.20"
7/26/2018,"1,118.90"
7/26/2018,"5,835.70"
7/26/2018,"6,036.70"
7/26/2018,"1,031.80"
7/26/2018,"5,956.30"
7/26/2018,"3,932.90"
7/26/2018,"5,889.30"
7/26/2018,"2,458.90"
7/26/2018,"3,912.80"
7/27/2018,"5,668.20"
7/27/2018,"5,547.60"
7/28/2018,201.00
7/28/2018,247.90
7/28/2018,"3,859.20"
7/28/2018,"5,487.30"
7/28/2018,"1,809.00"
7/29/2018,"2,405.30"
7/29/2018,790.60
7/29/2018,"3,202.60"
7/29/2018,"1,058.60"
7/29/2018,"1,768.80"
7/29/2018,971.50
7/29/2018,938.00
7/29/2018,958.10
7/29/2018,"3,705.10"
7/30/2018,"1,025.10"
7/30/2018,"2,592.90"
7/30/2018,"3,865.90"
7/30/2018,"5,634.70"
7/30/2018,971.50
7/31/2018,"1,051.90"
7/31/2018,"1,051.90"
7/31/2018,"1,139.00"
7/31/2018,"5,849.10"
7/31/2018,"2,264.60"
7/31/2018,"1,125.60"
7/31/2018,"1,078.70"
7/31/2018,"2,405.30"
7/31/2018,"1,072.00"
8/1/2018,"5,808.90"
8/1/2018,"3,926.20"
8/1/2018,201.00
8/1/2018,"1,882.70"
8/1/2018,"2,532.60"
8/1/2018,207.70
8/1/2018,241.20
8/1/2018,"1,152.40"
8/2/2018,"3,879.30"
8/2/2018,"3,865.90"
8/2/2018,"1,835.80"
8/2/2018,234.50
8/2/2018,757.10
8/2/2018,"1,005.00"
8/3/2018,"6,391.80"
8/3/2018,"2,740.30"
8/3/2018,924.60
8/3/2018,"1,031.80"
8/3/2018,"1,098.80"
8/3/2018,"1,132.30"
8/3/2018,"2,465.60"
8/3/2018,"1,005.00"
8/4/2018,"1,246.20"
8/4/2018,"1,025.10"
8/4/2018,"1,902.80"
8/4/2018,"3,738.60"
8/4/2018,"1,996.60"
8/4/2018,"2,331.60"
8/4/2018,"1,078.70"
8/4/2018,"1,788.90"
8/4/2018,241.20
8/4/2018,"1,159.10"
8/4/2018,"1,051.90"
8/4/2018,"5,969.70"
8/4/2018,"3,919.50"
8/4/2018,"1,118.90"
8/4/2018,"1,118.90"
8/4/2018,"5,427.00"
8/4/2018,"3,725.20"
8/4/2018,187.60
8/4/2018,"3,999.90"
8/4/2018,971.50
8/4/2018,"1,118.90"
8/5/2018,864.30
8/5/2018,"5,782.10"
8/5/2018,904.50
8/5/2018,247.90
8/5/2018,"1,708.50"
8/5/2018,"1,132.30"
8/5/2018,"1,775.50"
8/5/2018,"1,902.80"
8/6/2018,"5,963.00"
8/6/2018,"3,886.00"
8/6/2018,"1,058.60"
8/6/2018,"5,815.60"
8/6/2018,"5,353.30"
8/6/2018,"5,567.70"
8/7/2018,"2,512.50"
8/7/2018,"1,681.70"
8/7/2018,194.30
8/7/2018,"2,405.30"
8/7/2018,"1,038.50"
8/7/2018,857.60
8/7/2018,"1,855.90"
8/7/2018,"5,621.30"
8/7/2018,"1,139.00"
8/8/2018,"2,264.60"
8/8/2018,884.40
8/8/2018,683.40
8/8/2018,"1,025.10"
8/8/2018,"3,731.90"
8/8/2018,"5,567.70"
8/8/2018,991.60
8/8/2018,"3,852.50"
8/8/2018,"3,906.10"
8/8/2018,"5,118.80"
8/8/2018,"6,117.10"
8/8/2018,"1,025.10"
8/8/2018,944.70
8/9/2018,"1,025.10"
8/9/2018,"3,859.20"
8/9/2018,194.30
8/9/2018,"6,184.10"
8/9/2018,"1,728.60"
8/9/2018,931.30
8/9/2018,"3,886.00"
8/9/2018,234.50
8/9/2018,"3,979.80"
8/10/2018,"3,356.70"
8/10/2018,"2,519.20"
8/10/2018,837.50
8/10/2018,"3,926.20"
8/10/2018,"6,231.00"
8/10/2018,"3,932.90"
8/10/2018,"3,966.40"
8/10/2018,"2,291.40"
8/10/2018,"3,678.30"
8/11/2018,"3,999.90"
8/11/2018,991.60
8/11/2018,"5,447.10"
8/11/2018,"2,452.20"
8/11/2018,998.30
8/11/2018,"1,313.20"
8/11/2018,"2,512.50"
8/12/2018,"5,346.60"
8/12/2018,"3,618.00"
8/12/2018,"1,876.00"
8/12/2018,254.60
8/12/2018,"3,825.70"
8/12/2018,"2,251.20"
8/12/2018,"4,013.30"
8/12/2018,"1,072.00"
8/13/2018,"2,458.90"
8/13/2018,"1,809.00"
8/13/2018,"1,728.60"
8/13/2018,"3,718.50"
8/13/2018,180.90
8/13/2018,"3,939.60"
8/13/2018,"1,869.30"
8/13/2018,864.30
8/13/2018,"1,098.80"
8/13/2018,"3,845.80"
8/13/2018,"5,246.10"
8/13/2018,763.80
8/14/2018,"3,819.00"
8/14/2018,"2,425.40"
8/14/2018,"1,319.90"
8/14/2018,"1,125.60"
8/14/2018,"6,318.10"
8/14/2018,"3,242.80"
8/14/2018,"1,936.30"
8/14/2018,"3,946.30"
8/14/2018,"1,078.70"
8/15/2018,"5,587.80"
8/15/2018,"3,108.80"
8/15/2018,871.00
8/15/2018,"1,815.70"
8/15/2018,984.90
8/15/2018,"3,926.20"
8/16/2018,234.50
8/16/2018,"2,552.70"
8/16/2018,857.60
8/16/2018,"1,065.30"
8/16/2018,"1,976.50"
8/16/2018,"3,839.10"
8/16/2018,"3,899.40"
8/16/2018,180.90
8/16/2018,"1,226.10"
8/16/2018,783.90
8/17/2018,978.20
8/17/2018,"3,169.10"
8/17/2018,"3,055.20"
8/17/2018,"2,606.30"
8/17/2018,"1,045.20"
8/17/2018,"1,909.50"
8/17/2018,984.90
8/17/2018,"1,165.80"
8/17/2018,"1,748.70"
8/17/2018,"3,819.00"
8/17/2018,"1,145.70"
8/17/2018,"3,644.80"
8/17/2018,"3,865.90"
8/17/2018,194.30
8/18/2018,"3,363.40"
8/18/2018,"3,008.30"
8/18/2018,"3,055.20"
8/18/2018,"1,031.80"
8/18/2018,"3,939.60"
8/18/2018,"3,886.00"
8/18/2018,"3,108.80"
8/18/2018,"1,011.70"
8/18/2018,"2,552.70"
8/18/2018,"1,675.00"
8/19/2018,"1,139.00"
8/19/2018,"6,338.20"
8/19/2018,"2,231.10"
8/19/2018,"2,311.50"
8/19/2018,"3,832.40"
8/19/2018,"1,005.00"
8/19/2018,"1,065.30"
8/19/2018,"1,889.40"
8/20/2018,167.50
8/20/2018,"6,030.00"
8/20/2018,837.50
8/20/2018,"1,782.20"
8/20/2018,998.30
8/20/2018,"3,999.90"
8/21/2018,"1,896.10"
8/21/2018,"1,038.50"
8/21/2018,"3,839.10"
8/21/2018,743.70
8/21/2018,"2,445.50"
8/21/2018,"2,613.00"
8/21/2018,187.60
8/21/2018,"5,494.00"
8/21/2018,"5,782.10"
8/21/2018,"3,872.60"
8/22/2018,"6,445.40"
8/22/2018,227.80
8/22/2018,247.90
8/22/2018,"1,031.80"
8/22/2018,"2,237.80"
8/22/2018,"1,179.20"
8/22/2018,"2,378.50"
8/22/2018,"1,025.10"
8/22/2018,"1,802.30"
8/22/2018,"1,916.20"
8/23/2018,"3,021.70"
8/23/2018,"2,251.20"
8/23/2018,"2,619.70"
8/23/2018,"2,010.00"
8/23/2018,"1,145.70"
8/23/2018,"3,618.00"
8/23/2018,"3,551.00"
8/23/2018,944.70
8/23/2018,174.20
8/23/2018,"1,809.00"
8/24/2018,"3,993.20"
8/24/2018,"1,005.00"
8/24/2018,"3,819.00"
8/24/2018,"2,251.20"
8/24/2018,964.80
8/24/2018,"1,018.40"
8/25/2018,261.30
8/25/2018,"2,887.70"
8/25/2018,"1,098.80"
8/25/2018,"2,217.70"
8/25/2018,254.60
8/25/2018,"2,432.10"
8/25/2018,"2,499.10"
8/25/2018,"3,564.40"
8/25/2018,"2,532.60"
8/26/2018,"1,768.80"
8/26/2018,"2,445.50"
8/26/2018,"5,855.80"
8/26/2018,"3,979.80"
8/26/2018,964.80
8/27/2018,247.90
8/27/2018,"3,189.20"
8/27/2018,"5,339.90"
8/27/2018,"1,139.00"
8/27/2018,207.70
8/27/2018,"2,345.00"
8/27/2018,"2,432.10"
8/27/2018,"1,112.20"
8/27/2018,"1,098.80"
8/27/2018,"1,159.10"
8/27/2018,"2,666.60"
8/27/2018,"2,834.10"
8/27/2018,"3,953.00"
8/27/2018,"1,762.10"
8/28/2018,"2,592.90"
8/28/2018,"2,505.80"
8/28/2018,194.30
8/28/2018,"5,822.30"
8/29/2018,"1,815.70"
8/29/2018,"3,906.10"
8/29/2018,"3,926.20"
8/29/2018,"6,123.80"
8/29/2018,"1,132.30"
8/29/2018,"3,859.20"
8/29/2018,797.30
8/29/2018,"5,380.10"
8/30/2018,"3,986.50"
8/30/2018,"1,219.40"
8/30/2018,"1,681.70"
8/30/2018,174.20
8/30/2018,"3,865.90"
8/30/2018,"5,132.20"
8/30/2018,"1,829.10"
8/30/2018,"3,162.40"
8/30/2018,"6,103.70"
8/30/2018,750.40
8/31/2018,167.50
8/31/2018,"2,653.20"
8/31/2018,"3,008.30"
8/31/2018,690.10
8/31/2018,"1,031.80"
8/31/2018,884.40
9/1/2018,"1,118.90"
9/1/2018,"2,338.30"
9/1/2018,810.70
9/1/2018,"3,932.90"
9/1/2018,844.20
9/1/2018,180.90
9/1/2018,"2,365.10"
9/1/2018,"2,358.40"
9/2/2018,"1,748.70"
9/2/2018,"1,822.40"
9/2/2018,824.10
9/2/2018,"1,882.70"
9/2/2018,"3,819.00"
9/2/2018,"1,085.40"
9/2/2018,"1,072.00"
9/2/2018,"1,051.90"
9/3/2018,"1,025.10"
9/3/2018,"2,231.10"
9/3/2018,261.30
9/4/2018,"3,524.20"
9/4/2018,"3,819.00"
9/4/2018,"3,879.30"
9/4/2018,227.80
9/4/2018,"1,145.70"
9/4/2018,"2,579.50"
9/4/2018,"1,105.50"
9/4/2018,"1,762.10"
9/4/2018,"1,989.90"
9/5/2018,261.30
9/5/2018,"1,072.00"
9/5/2018,"1,058.60"
9/5/2018,247.90
9/5/2018,"2,659.90"
9/5/2018,"1,031.80"
9/5/2018,"2,546.00"
9/5/2018,857.60
9/6/2018,"3,946.30"
9/6/2018,"4,006.60"
9/6/2018,"1,132.30"
9/6/2018,897.80
9/6/2018,"3,939.60"
9/6/2018,"1,031.80"
9/6/2018,"6,251.10"
9/6/2018,"3,819.00"
9/6/2018,"5,480.60"
9/7/2018,"1,045.20"
9/7/2018,"2,298.10"
9/7/2018,924.60
9/7/2018,"2,974.80"
9/7/2018,830.80
9/7/2018,"1,051.90"
9/7/2018,"1,031.80"
9/7/2018,"1,775.50"
9/8/2018,"1,809.00"
9/8/2018,"1,005.00"
9/8/2018,167.50
9/8/2018,"1,098.80"
9/8/2018,187.60
9/8/2018,"1,065.30"
9/8/2018,"1,179.20"
9/9/2018,"1,045.20"
9/9/2018,837.50
9/9/2018,"1,172.50"
9/9/2018,268.00
9/9/2018,"1,085.40"
9/9/2018,"3,115.50"
9/10/2018,"2,412.00"
9/10/2018,"3,926.20"
9/10/2018,"2,284.70"
9/10/2018,783.90
9/10/2018,871.00
9/10/2018,"1,051.90"
9/10/2018,"1,219.40"
9/10/2018,877.70
9/10/2018,261.30
9/11/2018,"5,172.40"
9/11/2018,"2,237.80"
9/11/2018,180.90
9/11/2018,"1,876.00"
9/11/2018,"5,815.60"
9/11/2018,"1,922.90"
9/11/2018,"1,051.90"
9/11/2018,"5,996.50"
9/11/2018,"1,172.50"
9/11/2018,207.70
9/11/2018,"1,085.40"
9/11/2018,964.80
9/11/2018,"3,832.40"
9/12/2018,"1,125.60"
9/12/2018,"1,065.30"
9/12/2018,"6,197.50"
9/12/2018,"3,912.80"
9/12/2018,247.90
9/12/2018,"1,038.50"
9/12/2018,"1,098.80"
9/12/2018,"1,273.00"
9/12/2018,268.00
9/13/2018,"3,852.50"
9/13/2018,"1,876.00"
9/13/2018,"1,286.40"
9/13/2018,174.20
9/13/2018,"5,259.50"
9/13/2018,"6,512.40"
9/13/2018,"1,701.80"
9/13/2018,"3,832.40"
9/13/2018,"1,775.50"
9/13/2018,"1,922.90"
9/13/2018,891.10
9/14/2018,"3,289.70"
9/14/2018,"1,078.70"
9/14/2018,"3,886.00"
9/14/2018,"1,681.70"
9/14/2018,"1,065.30"
9/14/2018,"3,912.80"
9/14/2018,"3,819.00"
9/14/2018,"1,025.10"
9/14/2018,"3,202.60"
9/14/2018,"5,306.40"
9/14/2018,"1,849.20"
9/14/2018,194.30
9/14/2018,"1,051.90"
9/14/2018,"1,809.00"
9/15/2018,214.40
9/15/2018,"3,530.90"
9/15/2018,"1,038.50"
9/15/2018,"3,470.60"
9/15/2018,"2,659.90"
9/15/2018,"1,118.90"
9/15/2018,"3,892.70"
9/15/2018,"2,003.30"
9/15/2018,998.30
9/16/2018,"2,546.00"
9/16/2018,"2,552.70"
9/16/2018,"3,839.10"
9/16/2018,"6,076.90"
9/16/2018,"1,051.90"
9/16/2018,"1,132.30"
9/17/2018,"2,961.40"
9/17/2018,"3,396.90"
9/17/2018,"5,728.50"
9/17/2018,"2,224.40"
9/17/2018,"3,986.50"
9/17/2018,"5,681.60"
9/18/2018,"5,272.90"
9/18/2018,"1,125.60"
9/18/2018,690.10
9/18/2018,"2,546.00"
9/18/2018,"3,035.10"
9/18/2018,"4,006.60"
9/19/2018,"3,892.70"
9/19/2018,"2,566.10"
9/19/2018,"1,333.30"
9/19/2018,"1,051.90"
9/19/2018,"3,946.30"
9/19/2018,"1,118.90"
9/19/2018,"2,881.00"
9/20/2018,"2,224.40"
9/20/2018,"1,011.70"
9/20/2018,167.50
9/20/2018,"1,139.00"
9/20/2018,167.50
9/20/2018,864.30
9/20/2018,"2,914.50"
9/21/2018,"5,293.00"
9/21/2018,924.60
9/21/2018,884.40
9/21/2018,"2,458.90"
9/21/2018,924.60
9/21/2018,"6,344.90"
9/21/2018,"3,932.90"
9/22/2018,"1,112.20"
9/22/2018,904.50
9/22/2018,"1,165.80"
9/22/2018,174.20
9/22/2018,"2,378.50"
9/22/2018,"1,025.10"
9/22/2018,"3,839.10"
9/22/2018,"1,031.80"
9/22/2018,"1,005.00"
9/23/2018,"3,886.00"
9/23/2018,"1,125.60"
9/23/2018,"3,899.40"
9/23/2018,"1,842.50"
9/23/2018,201.00
9/23/2018,"1,768.80"
9/23/2018,"5,996.50"
9/23/2018,"2,525.90"
9/23/2018,"1,005.00"
9/23/2018,944.70
9/23/2018,"1,681.70"
